municipio,vul_car_pob,NOM_MUN,NOM_LOC,PCON_LIMI,PHOG_IND,P5_HLI_NHE,PCON_DISC,VPH_PISODT,VPH_S_ELEC
Guerrero,"13,627",Guerrero,Total del Municipio,5244,1595,26,2373,11507,380
Hidalgo del Parral,"25,855",Hidalgo del Parral,Total del Municipio,13160,2099,11,6264,34077,96
Huejotitán,484,Huejotitán,Total del Municipio,103,32,0,57,280,2
Ignacio Zaragoza,"2,487",Ignacio Zaragoza,Total del Municipio,920,26,0,467,1935,14
Janos,"5,862",Janos,Total del Municipio,849,623,60,417,3152,51
Jiménez,"10,771",Jiménez,Total del Municipio,3741,721,7,1592,11703,42
Juárez,"413,095",Juárez,Total del Municipio,154007,18371,50,64510,443910,525
Julimes,"2,900",Julimes,Total del Municipio,704,49,0,369,1680,16
López,"2,543",López,Total del Municipio,553,117,7,274,1254,17
Madera,"7,639",Madera,Total del Municipio,4466,608,3,1700,7883,181
Maguarichi,268,Maguarichi,Total del Municipio,121,287,10,42,328,152
Manuel Benavides,833,Manuel Benavides,Total del Municipio,68,5,0,32,460,11
Matachí,"1,482",Matachí,Total del Municipio,313,40,0,147,979,8
Matamoros,"1,853",Matamoros,Total del Municipio,786,73,0,209,1358,19
Meoqui,"13,483",Meoqui,Total del Municipio,5275,802,47,2268,13687,51
Morelos,"1,236",Morelos,Total del Municipio,882,3300,91,328,1183,430
Moris,"1,581",Moris,Total del Municipio,582,211,1,281,1189,77
Namiquipa,"14,593",Namiquipa,Total del Municipio,3428,399,2,1372,7671,30
Nonoava,"1,439",Nonoava,Total del Municipio,552,518,41,245,810,60
Nuevo Casas Grandes,"19,834",Nuevo Casas Grandes,Total del Municipio,7891,874,66,3804,20853,66
Ocampo,"3,676",Ocampo,Total del Municipio,1096,189,0,405,2272,176
Ojinaga,"10,414",Ojinaga,Total del Municipio,2277,160,2,956,8149,27
Praxedis G. Guerrero,"3,369",Praxedis G. Guerrero,Total del Municipio,645,12,0,320,1663,4
Riva Palacio,"5,988",Riva Palacio,Total del Municipio,608,131,3,265,2166,8
Rosales,"5,602",Rosales,Total del Municipio,2706,352,5,1032,5286,31
Rosario,"1,195",Rosario,Total del Municipio,331,47,0,157,673,10
San Francisco de Borja,"1,413",San Francisco de Borja,Total del Municipio,481,247,15,259,778,31
San Francisco de Conchos,"1,949",San Francisco de Conchos,Total del Municipio,297,43,0,130,920,2
San Francisco del Oro,"1,373",San Francisco del Oro,Total del Municipio,727,73,1,299,1538,24
Santa Bárbara,"2,765",Santa Bárbara,Total del Municipio,1498,192,0,753,3396,28
Satevó,"1,864",Satevó,Total del Municipio,529,119,0,224,1203,27
Saucillo,"10,500",Saucillo,Total del Municipio,3437,252,16,1952,8993,31
Temósachic,"2,673",Temósachic,Total del Municipio,769,493,0,312,1758,124
El Tule,861,El Tule,Total del Municipio,168,69,1,84,467,5
Urique,"6,271",Urique,Total del Municipio,1332,9705,456,815,3208,1603
Uruachi,"1,137",Uruachi,Total del Municipio,768,1675,97,324,1272,488
Valle de Zaragoza,"2,875",Valle de Zaragoza,Total del Municipio,729,94,1,340,1655,30
Azcapotzalco,"90,250",Azcapotzalco,Total del Municipio,56564,7261,21,24000,133490,38
Coyoacán,"130,681",Coyoacán,Total del Municipio,76689,15349,56,34446,190701,61
Cuajimalpa de Morelos,"54,451",Cuajimalpa de Morelos,Total del Municipio,18693,4022,6,7684,59692,31
Gustavo A. Madero,"250,347",Gustavo A. Madero,Total del Municipio,147274,33035,109,68712,338175,160
Iztacalco,"96,882",Iztacalco,Total del Municipio,54311,10060,37,24447,117149,52
Iztapalapa,"391,344",Iztapalapa,Total del Municipio,233756,73036,298,104424,500645,300
La Magdalena Contreras,"52,354",La Magdalena Contreras,Total del Municipio,33389,6796,30,13859,67362,76
Milpa Alta,"43,227",Milpa Alta,Total del Municipio,19860,13002,31,7725,38001,151
Álvaro Obregón,"166,174",Álvaro Obregón,Total del Municipio,87395,18441,74,38175,217550,74
Tláhuac,"88,051",Tláhuac,Total del Municipio,46854,13184,43,20931,104766,243
Tlalpan,"178,223",Tlalpan,Total del Municipio,86112,28778,85,35488,200099,274
Xochimilco,"95,747",Xochimilco,Total del Municipio,58091,25846,91,23115,114202,248
Benito Juárez,"115,720",Benito Juárez,Total del Municipio,50356,5604,9,18216,175564,29
Cuauhtémoc,"146,282",Cuauhtémoc,Total del Municipio,68992,18461,66,29124,195486,82
Miguel Hidalgo,"107,341",Miguel Hidalgo,Total del Municipio,46381,6119,24,17769,144245,45
Venustiano Carranza,"101,933",Venustiano Carranza,Total del Municipio,56501,10145,36,25474,134924,53
Canatlán,"10,457",Canatlán,Total del Municipio,3768,127,0,2178,8513,224
Canelas,"1,251",Canelas,Total del Municipio,446,3,0,241,964,72
Coneto de Comonfort,"1,154",Coneto de Comonfort,Total del Municipio,554,9,0,351,1033,17
Cuencamé,"13,195",Cuencamé,Total del Municipio,5203,68,0,2514,9079,60
Durango,"184,327",Durango,Total del Municipio,78885,8173,35,38618,182657,594
General Simón Bolívar,"4,740",General Simón Bolívar,Total del Municipio,1390,0,0,888,2567,18
Gómez Palacio,"98,031",Gómez Palacio,Total del Municipio,46356,701,6,18303,101216,156
Guadalupe Victoria,"13,258",Guadalupe Victoria,Total del Municipio,3904,95,2,1946,9899,49
Guanaceví,"3,715",Guanaceví,Total del Municipio,1302,267,1,717,2666,190
Hidalgo,"1,600",Hidalgo,Total del Municipio,699,14,0,266,1167,10
Indé,"2,147",Indé,Total del Municipio,901,87,2,342,1419,17
Lerdo,"49,394",Lerdo,Total del Municipio,17312,360,1,7559,43981,139
Mapimí,"9,272",Mapimí,Total del Municipio,3707,93,1,1541,6791,50
Mezquital,"3,541",Mezquital,Total del Municipio,3183,41259,6546,1406,4798,3848
Nazas,"5,012",Nazas,Total del Municipio,1984,33,0,679,3436,30
Nombre de Dios,"6,898",Nombre de Dios,Total del Municipio,2289,20,0,1280,5173,49
Ocampo,"2,923",Ocampo,Total del Municipio,1222,219,0,524,2581,65
El Oro,"4,996",El Oro,Total del Municipio,1910,103,1,752,3214,31
Otáez,757,Otáez,Total del Municipio,582,0,0,470,924,55
Pánuco de Coronado,"5,288",Pánuco de Coronado,Total del Municipio,1983,13,0,951,3554,23
Peñón Blanco,"3,873",Peñón Blanco,Total del Municipio,1449,8,0,866,2965,29
Poanas,"9,588",Poanas,Total del Municipio,3888,43,0,2094,6663,26
Pueblo Nuevo,"10,803",Pueblo Nuevo,Total del Municipio,4749,4203,71,2684,10100,1013
Rodeo,"4,157",Rodeo,Total del Municipio,1578,2,0,1090,3415,23
San Bernardo,"1,260",San Bernardo,Total del Municipio,430,63,4,249,957,27
San Dimas,"4,350",San Dimas,Total del Municipio,1700,33,0,733,4087,290
San Juan de Guadalupe,"1,653",San Juan de Guadalupe,Total del Municipio,845,0,0,367,1423,20
San Juan del Río,"3,782",San Juan del Río,Total del Municipio,1413,27,0,750,3064,13
San Luis del Cordero,781,San Luis del Cordero,Total del Municipio,241,0,0,113,580,6
San Pedro del Gallo,695,San Pedro del Gallo,Total del Municipio,310,0,0,154,482,8
Santa Clara,"2,150",Santa Clara,Total del Municipio,1055,4,0,498,1837,9
Santiago Papasquiaro,"18,814",Santiago Papasquiaro,Total del Municipio,6522,414,0,3063,13147,545
Súchil,"1,922",Súchil,Total del Municipio,1173,788,40,553,1745,58
Tamazula,"4,626",Tamazula,Total del Municipio,3060,194,0,1681,4175,747
Tepehuanes,"3,366",Tepehuanes,Total del Municipio,1786,215,0,1219,3242,130
Tlahualilo,"6,464",Tlahualilo,Total del Municipio,2562,26,0,1061,5564,37
Topia,"1,962",Topia,Total del Municipio,1044,40,0,576,1806,173
Vicente Guerrero,"7,728",Vicente Guerrero,Total del Municipio,2894,479,0,1109,6235,30
Nuevo Ideal,"11,102",Nuevo Ideal,Total del Municipio,3571,103,16,1567,7319,40
Abasolo,"37,215",Abasolo,Total del Municipio,11452,153,0,5376,21965,104
Acámbaro,"32,546",Acámbaro,Total del Municipio,14341,219,1,7385,29509,125
San Miguel de Allende,"66,664",San Miguel de Allende,Total del Municipio,13358,671,1,5717,43191,452
Apaseo el Alto,"18,843",Apaseo el Alto,Total del Municipio,7113,260,0,3693,15713,86
Apaseo el Grande,"33,095",Apaseo el Grande,Total del Municipio,10960,658,2,4892,28713,145
Atarjea,"1,392",Atarjea,Total del Municipio,972,17,0,597,1512,50
Celaya,"136,798",Celaya,Total del Municipio,48725,2608,11,20807,138491,464
Manuel Doblado,"15,210",Manuel Doblado,Total del Municipio,5688,63,0,2740,11013,114
Comonfort,"24,869",Comonfort,Total del Municipio,7979,232,0,3514,18195,270
Coroneo,"4,349",Coroneo,Total del Municipio,1609,52,0,694,3079,25
Cortazar,"23,787",Cortazar,Total del Municipio,8716,345,0,4300,24324,145
Cuerámaro,"11,151",Cuerámaro,Total del Municipio,4082,55,0,2080,8017,55
Doctor Mora,"12,543",Doctor Mora,Total del Municipio,1991,81,0,1092,6627,62
Dolores Hidalgo Cuna de la Independencia Nacional,"60,090",Dolores Hidalgo Cuna de la Independencia Nacional,Total del Municipio,18879,600,32,8844,37251,584
Guanajuato,"54,514",Guanajuato,Total del Municipio,18735,468,1,7940,50799,273
Huanímaro,"8,077",Huanímaro,Total del Municipio,2618,30,0,1347,5335,23
Irapuato,"160,554",Irapuato,Total del Municipio,44272,1811,8,21385,148865,279
Jaral del Progreso,"7,982",Jaral del Progreso,Total del Municipio,5597,63,0,2541,9744,33
Jerécuaro,"13,858",Jerécuaro,Total del Municipio,6156,87,0,3344,13491,169
León,"403,703",León,Total del Municipio,168279,7043,53,75129,432607,971
Moroleón,"15,957",Moroleón,Total del Municipio,3864,34,0,2037,14161,23
Ocampo,"10,394",Ocampo,Total del Municipio,2927,58,0,1545,5934,103
Pénjamo,"51,492",Pénjamo,Total del Municipio,19922,246,2,10826,38907,285
Pueblo Nuevo,"5,495",Pueblo Nuevo,Total del Municipio,1083,20,0,650,3235,7
Purísima del Rincón,"33,061",Purísima del Rincón,Total del Municipio,8971,332,3,4256,19491,86
Romita,"18,880",Romita,Total del Municipio,6047,147,7,2915,15901,87
Salamanca,"72,938",Salamanca,Total del Municipio,29664,558,0,13361,73802,158
Salvatierra,"24,068",Salvatierra,Total del Municipio,10710,132,1,5647,24857,129
San Diego de la Unión,"18,588",San Diego de la Unión,Total del Municipio,5185,81,0,2054,9653,98
San Felipe,"36,828",San Felipe,Total del Municipio,14457,166,0,6069,27052,423
San Francisco del Rincón,"40,572",San Francisco del Rincón,Total del Municipio,14385,607,18,7075,31655,102
San José Iturbide,"36,232",San José Iturbide,Total del Municipio,7385,405,0,3062,22165,85
San Luis de la Paz,"38,250",San Luis de la Paz,Total del Municipio,11833,4278,42,5329,28744,395
Santa Catarina,"2,751",Santa Catarina,Total del Municipio,764,39,0,442,1487,50
Santa Cruz de Juventino Rosas,"17,080",Santa Cruz de Juventino Rosas,Total del Municipio,7005,105,2,3059,18224,134
Santiago Maravatío,"2,321",Santiago Maravatío,Total del Municipio,1201,3,0,643,1980,4
Silao,"47,597",,,,,,,,
Tarandacuao,"4,089",Tarandacuao,Total del Municipio,1651,13,0,860,3157,18
Tarimoro,"10,427",Tarimoro,Total del Municipio,3742,57,0,1778,9834,54
Tierra Blanca,"8,303",Tierra Blanca,Total del Municipio,1917,1517,2,976,4683,98
Uriangato,"17,804",Uriangato,Total del Municipio,6618,267,0,2921,17124,50
Valle de Santiago,"50,784",Valle de Santiago,Total del Municipio,14345,187,9,7586,36088,132
Victoria,"7,611",Victoria,Total del Municipio,2153,142,0,1174,5099,129
Villagrán,"15,121",Villagrán,Total del Municipio,6762,438,0,3177,15730,49
Xichú,"2,742",Xichú,Total del Municipio,1392,13,0,644,2820,95
Yuriria,"20,783",Yuriria,Total del Municipio,9176,123,0,4628,18567,86
Acapulco de Juárez,"188,579",Acapulco de Juárez,Total del Municipio,101230,27495,150,49238,204965,869
Ahuacuotzingo,"2,079",Ahuacuotzingo,Total del Municipio,3306,7290,498,1869,4533,204
Ajuchitlán del Progreso,"13,901",Ajuchitlán del Progreso,Total del Municipio,4289,161,13,2669,7505,243
Alcozauca de Guerrero,998,Alcozauca de Guerrero,Total del Municipio,1600,20071,5850,1159,3125,52
Alpoyeca,"2,022",Alpoyeca,Total del Municipio,1203,2161,84,648,1811,12
Apaxtla,"2,264",Apaxtla,Total del Municipio,1144,231,0,584,2572,54
Arcelia,"9,030",Arcelia,Total del Municipio,4150,573,0,1985,7886,95
Atenango del Río,"2,152",Atenango del Río,Total del Municipio,1250,1431,6,827,2147,43
Atlamajalcingo del Monte,259,Atlamajalcingo del Monte,Total del Municipio,520,5687,930,349,699,60
Atlixtac,927,Atlixtac,Total del Municipio,2298,20813,5846,1262,4746,265
Atoyac de Álvarez,"20,290",Atoyac de Álvarez,Total del Municipio,8855,1882,3,3835,14859,264
Ayutla de los Libres,"14,854",Ayutla de los Libres,Total del Municipio,6295,28779,5775,3210,12099,739
Azoyú,"6,936",Azoyú,Total del Municipio,2524,2346,13,1285,3833,88
Benito Juárez,"9,962",Benito Juárez,Total del Municipio,2759,223,1,1304,4709,77
Buenavista de Cuéllar,"3,954",Buenavista de Cuéllar,Total del Municipio,2159,215,1,998,3878,20
Coahuayutla de José María Izazaga,"3,339",Coahuayutla de José María Izazaga,Total del Municipio,1630,4,0,629,2554,111
Cocula,"5,941",Cocula,Total del Municipio,1971,150,7,1002,3762,28
Copala,"4,217",Copala,Total del Municipio,2337,934,13,1043,3719,70
Copalillo,880,Copalillo,Total del Municipio,1468,13403,623,580,2325,100
Copanatoyac,853,Copanatoyac,Total del Municipio,1731,21006,3273,1297,3421,121
Coyuca de Benítez,"18,677",Coyuca de Benítez,Total del Municipio,7480,909,4,4205,18551,289
Coyuca de Catalán,"15,291",Coyuca de Catalán,Total del Municipio,4945,111,0,2656,8362,357
Cuajinicuilapa,"9,046",Cuajinicuilapa,Total del Municipio,3703,3009,29,1844,6648,128
Cualác,"1,243",Cualác,Total del Municipio,1053,4238,19,499,1754,57
Cuautepec,"3,825",Cuautepec,Total del Municipio,2362,462,2,971,3655,40
Cuetzala del Progreso,"1,687",Cuetzala del Progreso,Total del Municipio,1399,570,3,651,2038,34
Cutzamala de Pinzón,"10,234",Cutzamala de Pinzón,Total del Municipio,2917,39,0,1563,5654,102
Chilapa de Álvarez,"23,419",Chilapa de Álvarez,Total del Municipio,11551,48876,6673,5514,23173,462
Chilpancingo de los Bravo,"82,887",Chilpancingo de los Bravo,Total del Municipio,35124,17919,67,13305,64560,358
Florencio Villarreal,"8,726",Florencio Villarreal,Total del Municipio,2197,653,2,1041,5035,53
General Canuto A. Neri,903,General Canuto A. Neri,Total del Municipio,894,28,0,389,1289,42
General Heliodoro Castillo,"2,185",General Heliodoro Castillo,Total del Municipio,3443,245,1,2008,4963,360
Huamuxtitlán,"4,011",Huamuxtitlán,Total del Municipio,2607,4263,56,1444,4315,48
Huitzuco de los Figueroa,"9,973",Huitzuco de los Figueroa,Total del Municipio,5412,3513,69,2796,9349,60
Iguala de la Independencia,"44,727",Iguala de la Independencia,Total del Municipio,17377,6038,22,7670,37626,209
Igualapa,"3,272",Igualapa,Total del Municipio,1297,4143,190,772,2410,86
Ixcateopan de Cuauhtémoc,"1,416",Ixcateopan de Cuauhtémoc,Total del Municipio,942,222,0,435,1491,11
Zihuatanejo de Azueta,"37,474",Zihuatanejo de Azueta,Total del Municipio,16567,4966,24,6834,34251,209
Juan R. Escudero,"6,072",Juan R. Escudero,Total del Municipio,3684,749,4,1884,6632,52
Leonardo Bravo,"2,440",Leonardo Bravo,Total del Municipio,3211,280,2,1564,4986,91
Malinaltepec,"4,232",Malinaltepec,Total del Municipio,3202,28695,2241,2081,4097,435
Mártir de Cuilapan,"2,365",Mártir de Cuilapan,Total del Municipio,2030,8868,658,914,3856,38
Metlatónoc,382,Metlatónoc,Total del Municipio,1292,18584,5611,745,2716,227
Mochitlán,"2,898",Mochitlán,Total del Municipio,1779,289,0,663,2616,68
Olinalá,"3,672",Olinalá,Total del Municipio,3241,15314,419,2021,5524,194
Ometepec,"21,076",Ometepec,Total del Municipio,7685,27449,4009,3525,14652,504
Pedro Ascencio Alquisiras,705,Pedro Ascencio Alquisiras,Total del Municipio,804,35,0,458,1274,98
Petatlán,"15,573",Petatlán,Total del Municipio,5971,554,2,3051,11614,147
Pilcaya,"4,428",Pilcaya,Total del Municipio,2215,58,0,1181,3437,62
Pungarabato,"15,985",Pungarabato,Total del Municipio,4081,310,1,2249,9516,43
Quechultenango,"2,269",Quechultenango,Total del Municipio,3736,7973,40,2204,7000,138
San Luis Acatlán,"6,277",San Luis Acatlán,Total del Municipio,4564,30524,3580,2557,6640,633
San Marcos,"18,932",San Marcos,Total del Municipio,6337,1071,20,3473,12454,193
San Miguel Totolapan,"3,513",San Miguel Totolapan,Total del Municipio,2657,154,0,1734,3727,275
Taxco de Alarcón,"15,936",Taxco de Alarcón,Total del Municipio,17151,5224,25,7470,27884,141
Tecoanapa,"8,017",Tecoanapa,Total del Municipio,4605,1363,40,2245,10186,203
Técpan de Galeana,"33,364",Técpan de Galeana,Total del Municipio,9428,850,10,4814,17133,292
Teloloapan,"16,861",Teloloapan,Total del Municipio,6890,1404,6,3006,12303,120
Tepecoacuilco de Trujano,"6,417",Tepecoacuilco de Trujano,Total del Municipio,4685,7000,850,2586,7274,98
Tetipac,"2,709",Tetipac,Total del Municipio,2280,43,0,1024,3391,67
Tixtla de Guerrero,"12,608",Tixtla de Guerrero,Total del Municipio,5303,11561,258,2034,9071,72
Tlacoachistlahuaca,"3,621",Tlacoachistlahuaca,Total del Municipio,1799,19679,5424,1297,3637,202
Tlacoapa,724,Tlacoapa,Total del Municipio,1245,9298,1331,971,1301,398
Tlalchapa,"6,484",Tlalchapa,Total del Municipio,1611,16,0,938,3197,41
Tlalixtaquilla de Maldonado,"1,581",Tlalixtaquilla de Maldonado,Total del Municipio,1205,2241,171,646,1667,20
Tlapa de Comonfort,"22,888",Tlapa de Comonfort,Total del Municipio,11472,70521,2894,5994,17966,354
Tlapehuala,"6,431",Tlapehuala,Total del Municipio,2670,7,0,1461,5189,64
La Unión de Isidoro Montes de Oca,"12,387",La Unión de Isidoro Montes de Oca,Total del Municipio,4265,120,1,1996,7173,108
Xalpatláhuac,820,Xalpatláhuac,Total del Municipio,1394,11391,1438,671,2194,41
Xochihuehuetlán,"1,843",Xochihuehuetlán,Total del Municipio,1157,368,2,708,1834,29
Xochistlahuaca,"3,375",Xochistlahuaca,Total del Municipio,3878,28033,10625,2103,4880,431
Zapotitlán Tablas,960,Zapotitlán Tablas,Total del Municipio,1636,11604,1380,1105,1727,196
Zirándaro,"4,894",Zirándaro,Total del Municipio,2461,28,107,1453,3934,109
Zitlala,"2,233",Zitlala,Total del Municipio,3016,13896,1468,1297,4396,73
Eduardo Neri,"11,493",Eduardo Neri,Total del Municipio,6637,9507,507,3031,10781,115
Acatepec,"1,573",Acatepec,Total del Municipio,4292,39297,12414,2186,3629,1168
Marquelia,"4,637",Marquelia,Total del Municipio,2288,1264,11,1130,3336,59
Cochoapa el Grande,117,Cochoapa el Grande,Total del Municipio,960,21135,9752,541,2272,471
José Joaquin de Herrera,902,,,,,,,,
Juchitán,"2,424",Juchitán,Total del Municipio,1129,687,5,622,1877,48
Iliatenco,"2,934",Iliatenco,Total del Municipio,1464,11256,687,893,1755,190
Acatlán,"14,139",Acatlán,Total del Municipio,2571,203,0,974,5752,60
Acaxochitlán,"8,333",Acaxochitlán,Total del Municipio,4057,22570,828,1787,9271,166
Actopan,"19,735",Actopan,Total del Municipio,8271,5180,18,2891,15850,168
Agua Blanca de Iturbide,"3,830",Agua Blanca de Iturbide,Total del Municipio,1791,167,1,710,2760,109
Ajacuba,"5,476",Ajacuba,Total del Municipio,2277,167,0,948,5065,47
Alfajayucan,"10,397",Alfajayucan,Total del Municipio,3304,7187,49,1220,5359,92
Almoloya,"4,026",Almoloya,Total del Municipio,1971,55,0,828,3413,42
Apan,"14,342",Apan,Total del Municipio,7569,324,0,3218,12706,74
El Arenal,"8,713",El Arenal,Total del Municipio,2619,708,4,1039,5109,79
Atitalaquia,"8,834",Atitalaquia,Total del Municipio,4083,350,0,1435,8609,39
Atlapexco,"7,282",Atlapexco,Total del Municipio,2823,16867,1587,1324,5020,56
Atotonilco el Grande,"12,517",Atotonilco el Grande,Total del Municipio,4414,359,0,2019,8191,139
Atotonilco de Tula,"19,110",Atotonilco de Tula,Total del Municipio,8558,2179,3,2901,17644,54
Calnali,"4,507",Calnali,Total del Municipio,2912,6780,547,1122,4385,68
Cardonal,"7,397",Cardonal,Total del Municipio,3157,15548,286,1446,4946,93
Cuautepec de Hinojosa,"14,309",Cuautepec de Hinojosa,Total del Municipio,6058,686,2,2804,15633,137
Chapantongo,"6,290",Chapantongo,Total del Municipio,2004,144,0,844,3802,144
Chapulhuacán,"10,306",Chapulhuacán,Total del Municipio,2805,2713,22,1485,5792,126
Chilcuautla,"9,079",Chilcuautla,Total del Municipio,2350,11966,134,1332,4918,106
Eloxochitlán,"1,022",Eloxochitlán,Total del Municipio,381,45,0,274,824,6
Emiliano Zapata,"4,029",Emiliano Zapata,Total del Municipio,2722,127,1,946,4039,37
Epazoyucan,"6,416",Epazoyucan,Total del Municipio,2070,281,3,844,4736,68
Francisco I. Madero,"12,205",Francisco I. Madero,Total del Municipio,4401,1824,4,1516,9487,63
Huasca de Ocampo,"8,350",Huasca de Ocampo,Total del Municipio,2086,256,0,1025,4647,56
Huautla,"6,362",Huautla,Total del Municipio,4266,18806,1277,1965,5147,76
Huazalingo,"1,603",Huazalingo,Total del Municipio,2113,11729,925,922,2688,46
Huehuetla,"5,311",Huehuetla,Total del Municipio,3914,15385,1284,1468,5634,204
Huejutla de Reyes,"33,292",Huejutla de Reyes,Total del Municipio,14230,92509,6475,6858,29174,267
Huichapan,"19,812",Huichapan,Total del Municipio,7315,1733,6,3485,12580,120
Ixmiquilpan,"39,918",Ixmiquilpan,Total del Municipio,14330,60221,964,5544,25673,227
Jacala de Ledezma,"6,081",Jacala de Ledezma,Total del Municipio,1460,189,0,846,3660,47
Jaltocán,"2,087",Jaltocán,Total del Municipio,1277,9424,750,600,2536,30
Juárez Hidalgo,926,Juárez Hidalgo,Total del Municipio,442,92,1,309,943,14
Lolotla,"1,842",Lolotla,Total del Municipio,1559,3245,124,881,2421,47
Metepec,"6,705",Metepec,Total del Municipio,1456,379,1,685,3168,46
