REL_H_M,PROM_HNV,P3HLI_HE,P5_HLI_HE,GRAPROES,GRAPROES_F,GRAPROES_M,PROM_OCUP,PRO_OCUP_C,ic_ali,NOM_ENT
88.69,2.24,47,45,7.9,7.6,8.24,3.78,1.14,13.6,Oaxaca
94.8,2.24,6729,6721,9.25,8.79,9.75,3.41,1.12,22.9,Oaxaca
86.96,2.81,206,205,7.86,7.67,8.08,3.18,1.03,45.8,Oaxaca
84.61,2.36,4830,4737,6.24,5.9,6.65,3.73,1.12,8.0,Oaxaca
91.37,2.65,1419,1392,6.19,6.03,6.36,3.52,1.04,11.6,Oaxaca
93.12,3.0,604,600,6.47,6.36,6.58,3.83,1.3,13.3,Oaxaca
88.65,2.76,874,871,7.29,7.08,7.55,2.84,0.83,21.7,Oaxaca
92.14,2.47,24,24,7.89,7.83,7.96,3.48,1.13,47.7,Oaxaca
84.08,2.73,202,201,6.66,6.48,6.91,3.25,0.95,24.9,Oaxaca
92.98,1.94,921,913,10.22,10.12,10.34,3.76,1.0,38.4,Oaxaca
88.96,2.79,449,449,8.47,8.23,8.74,3.03,0.89,11.6,Oaxaca
82.19,2.01,215,214,9.69,9.87,9.43,3.59,0.97,15.3,Oaxaca
94.33,2.65,3163,3138,7.17,7.15,7.2,3.4,1.3,22.4,Oaxaca
91.2,2.03,4799,4762,9.15,8.92,9.41,3.93,1.17,8.6,Oaxaca
93.83,2.45,29,29,7.28,7.03,7.55,3.57,1.3,50.0,Oaxaca
91.83,3.21,1,1,4.43,4.27,4.6,3.28,1.01,18.3,Oaxaca
93.37,3.66,913,903,6.29,5.8,6.84,3.04,1.18,17.2,Oaxaca
93.81,3.47,16,16,5.25,5.08,5.43,3.88,1.2,44.9,Oaxaca
82.26,3.19,208,208,6.31,6.25,6.38,3.47,0.96,44.0,Oaxaca
89.43,2.33,841,838,8.65,8.47,8.86,3.76,1.1,10.7,Oaxaca
90.64,1.78,207,207,10.72,10.5,10.96,3.73,1.0,20.0,Oaxaca
93.07,2.52,3831,3812,7.54,7.43,7.67,4.79,1.32,43.6,Puebla
100.04,2.52,196,196,7.18,7.19,7.17,3.51,1.11,12.6,Puebla
88.65,2.61,400,400,8.72,8.65,8.8,3.72,1.11,31.1,Puebla
94.22,2.39,160,159,7.72,7.69,7.75,4.72,1.35,30.3,Puebla
89.04,2.16,738,737,6.33,6.06,6.65,3.61,1.27,38.9,Puebla
89.1,2.63,9713,9449,6.06,5.91,6.24,3.99,1.31,17.9,Puebla
97.01,3.51,56,56,6.13,6.15,6.1,4.01,1.28,38.4,Puebla
94.21,2.47,77,76,8.44,8.35,8.54,3.91,1.1,33.5,Puebla
91.25,3.26,10,10,7.24,6.92,7.61,3.58,1.07,21.2,Puebla
93.81,2.39,26757,26112,6.63,6.31,6.98,4.79,1.54,28.4,Puebla
88.69,2.92,22,22,6.52,6.5,6.54,3.69,1.16,20.3,Puebla
88.8,2.65,11,11,7.57,7.55,7.6,3.86,1.08,17.2,Puebla
92.75,2.1,9635,9619,6.92,6.55,7.32,4.8,1.51,43.8,Puebla
89.3,2.6,2651,2623,6.18,6.14,6.23,3.56,1.07,27.0,Puebla
95.47,2.02,2537,2527,9.27,9.07,9.49,3.98,1.08,29.0,Puebla
99.89,2.74,350,346,7.21,7.37,7.04,3.62,1.05,23.5,Puebla
92.34,2.45,8018,7999,7.7,7.43,8.0,4.3,1.25,32.0,Puebla
91.23,2.8,33,33,7.2,7.05,7.37,3.48,1.04,27.8,Puebla
87.4,2.56,1825,1784,6.05,5.66,6.54,3.87,1.28,29.7,Puebla
89.23,2.18,3516,3501,9.39,9.29,9.51,3.77,1.01,17.6,Puebla
95.33,2.29,546,546,7.86,7.73,8.02,4.21,1.31,15.7,Puebla
93.1,2.69,3,3,8.17,8.06,8.29,3.76,1.15,20.0,Puebla
88.19,2.82,63,62,6.75,6.71,6.81,3.97,1.16,28.2,Puebla
95.49,2.89,3,3,6.5,6.67,6.32,4.35,1.47,7.8,Puebla
91.37,3.13,6,6,6.15,5.84,6.5,3.25,0.95,17.1,Puebla
93.58,2.57,1718,1708,7.79,7.82,7.76,3.54,1.1,41.8,Puebla
92.48,2.54,1907,1905,7.48,7.5,7.46,4.24,1.2,24.5,Puebla
87.21,3.16,117,115,6.65,6.65,6.66,3.32,1.02,52.6,Puebla
98.27,2.48,2156,2078,6.07,6.08,6.06,3.8,1.26,42.3,Puebla
91.03,2.5,2532,2497,7.71,7.52,7.91,4.0,1.28,75.7,Puebla
92.21,2.65,65,65,6.73,6.74,6.71,3.9,1.19,16.3,Puebla
92.55,2.36,90,90,8.36,8.32,8.41,4.02,1.16,11.2,Puebla
92.5,2.48,122,120,7.55,7.32,7.8,4.28,1.29,28.4,Puebla
96.78,2.66,51,50,8.24,8.18,8.3,3.71,1.07,24.8,Puebla
90.93,2.41,234,234,8.53,8.5,8.58,4.4,1.17,38.6,Puebla
97.64,2.82,5189,5170,5.78,5.61,5.95,5.07,1.48,25.1,Puebla
94.91,2.72,9357,9160,5.59,5.38,5.83,4.25,1.5,17.3,Puebla
94.48,2.59,80,79,7.86,7.88,7.83,3.61,0.97,20.5,Puebla
78.94,2.34,706,704,6.35,6.31,6.4,3.16,1.09,24.6,Puebla
93.76,2.48,360,358,8.02,8.1,7.94,3.87,1.12,34.1,Puebla
92.57,2.41,3381,3366,7.4,7.28,7.52,4.49,1.36,18.2,Puebla
90.77,3.0,25,24,7.31,7.29,7.32,3.56,1.24,20.4,Puebla
93.11,3.52,5,5,6.1,5.93,6.29,3.09,1.07,43.6,Puebla
98.23,3.22,1449,1438,5.67,5.58,5.77,4.84,1.4,40.3,Puebla
94.4,3.23,23,23,7.4,6.99,7.85,3.55,1.05,23.9,Puebla
93.0,2.89,464,462,6.63,6.2,7.14,3.45,1.03,23.6,Puebla
93.55,3.07,2,2,5.81,5.88,5.73,3.58,1.09,19.0,Puebla
108.45,4.0,69,69,6.57,6.42,6.71,3.31,1.08,25.2,Puebla
89.31,2.6,323,322,7.85,7.86,7.85,4.01,1.16,41.4,Puebla
96.36,2.01,426,417,9.8,9.52,10.09,4.17,1.06,43.2,Puebla
89.86,2.36,6470,6275,8.35,8.26,8.46,4.03,1.18,31.9,Puebla
88.3,2.91,10933,10544,5.38,5.09,5.73,4.22,1.34,20.8,Puebla
88.99,3.01,87,87,7.63,7.41,7.89,3.04,0.86,21.9,Puebla
97.19,2.33,39,39,7.72,7.75,7.68,4.46,1.4,28.3,Puebla
89.98,2.79,5868,5834,7.13,7.1,7.16,3.44,1.06,24.3,Puebla
97.88,2.49,217,216,7.63,7.52,7.74,4.23,1.29,3.5,Puebla
94.98,1.68,1808,1800,11.32,11.13,11.51,3.33,0.86,26.4,Puebla
96.62,3.39,7,7,6.62,6.25,7.02,3.49,1.19,39.6,Puebla
93.91,2.44,30174,29251,7.47,7.25,7.71,3.94,1.28,21.3,Puebla
92.29,2.68,281,278,7.93,7.79,8.08,4.17,1.2,22.0,Puebla
92.34,2.59,188,187,7.44,7.29,7.61,4.3,1.23,40.3,Puebla
95.66,2.63,9967,9734,5.57,5.15,6.0,4.29,1.66,21.0,Puebla
96.0,2.93,68,64,7.54,7.43,7.66,3.67,1.06,20.1,Puebla
92.39,2.51,16,16,7.91,7.73,8.11,3.99,1.17,42.5,Puebla
99.0,2.82,1244,1243,7.42,7.35,7.5,3.49,1.03,22.3,Puebla
93.77,2.49,52,52,6.81,6.63,7.01,4.28,1.29,35.1,Puebla
87.64,3.28,19,19,6.42,6.39,6.46,3.47,1.19,34.6,Puebla
96.18,2.57,181,175,7.45,7.45,7.45,4.01,1.17,39.0,Puebla
92.98,2.89,3994,3897,5.58,5.53,5.63,3.51,1.22,28.2,Puebla
92.04,2.83,434,428,6.64,6.81,6.45,3.97,1.21,14.8,Puebla
89.42,2.7,126,126,6.99,6.93,7.05,3.99,1.17,28.0,Puebla
83.68,2.91,3439,3415,5.91,5.57,6.35,3.45,1.21,47.7,Puebla
88.55,2.22,19268,19005,9.1,8.98,9.24,3.76,1.07,13.9,Puebla
96.14,2.66,10634,10360,5.89,5.62,6.19,4.35,1.62,33.3,Puebla
96.46,2.83,20,20,7.39,7.38,7.39,3.81,1.15,16.0,Puebla
93.26,3.22,193,193,6.43,6.52,6.32,3.57,1.22,16.5,Puebla
94.34,2.04,1352,1347,9.78,9.63,9.94,4.01,1.1,29.2,Puebla
91.76,2.45,9905,9686,7.95,7.68,8.27,3.97,1.35,55.8,Puebla
97.1,2.56,1585,1583,7.17,7.12,7.22,3.64,1.12,28.4,Puebla
96.6,2.53,4078,3970,5.74,5.59,5.9,4.11,1.31,22.8,Puebla
103.27,2.61,10213,9885,5.69,5.51,5.87,4.04,1.39,22.7,Puebla
93.7,2.33,47,47,8.4,8.29,8.53,3.67,1.07,15.1,Puebla
92.02,3.41,74,74,6.25,6.16,6.34,3.69,1.16,36.7,Puebla
90.93,2.51,90,88,9.15,9.16,9.14,3.63,1.1,33.0,Puebla
97.33,3.12,2432,2419,7.03,7.0,7.05,3.94,1.15,31.6,Puebla
94.13,2.49,4871,4730,5.8,5.43,6.19,4.01,1.38,39.8,Puebla
91.43,2.43,521,518,8.89,8.82,8.98,3.82,1.04,27.3,Puebla
90.27,2.92,1079,1075,7.06,7.03,7.11,3.63,1.15,34.5,Puebla
93.15,2.88,535,534,6.16,6.0,6.33,3.92,1.28,30.8,Puebla
95.05,2.75,2287,2226,7.19,6.95,7.46,3.45,1.09,22.6,Puebla
92.13,2.82,4997,4956,6.18,6.01,6.39,3.81,1.19,22.6,Puebla
93.23,2.14,236,234,9.5,9.33,9.7,4.06,1.04,26.1,Puebla
86.52,2.11,1077,1070,9.6,9.38,9.86,3.49,0.88,26.0,Puebla
93.32,3.15,58,58,6.38,6.25,6.52,3.58,1.21,33.2,Puebla
99.39,2.33,8,8,8.89,8.71,9.07,3.85,1.21,49.6,Puebla
94.11,3.14,84,81,6.39,6.38,6.39,3.93,1.11,29.0,Puebla
94.45,2.49,554,553,8.65,8.68,8.63,4.14,1.17,22.1,Puebla
94.75,2.48,50,50,7.34,7.41,7.25,4.61,1.33,23.4,Puebla
96.17,2.44,8,8,8.0,7.81,8.2,4.12,1.19,34.4,Puebla
90.84,2.31,84,84,9.42,9.23,9.62,4.3,1.08,31.5,Puebla
90.79,2.68,354,354,7.71,7.43,8.04,3.64,1.15,16.7,Puebla
86.57,2.8,6927,6764,6.27,6.09,6.5,3.94,1.46,22.0,Puebla
86.98,2.65,564,563,7.09,6.94,7.27,3.36,1.01,16.8,Puebla
93.87,2.64,864,864,7.75,7.77,7.73,4.48,1.24,32.8,Puebla
94.61,2.54,76,74,7.18,7.0,7.38,4.21,1.24,18.9,Puebla
94.14,2.47,70,70,7.72,7.52,7.94,4.53,1.33,25.3,Puebla
92.02,2.94,197,196,7.54,7.56,7.51,3.75,1.04,31.4,Puebla
91.78,2.2,979,976,9.48,9.24,9.76,3.97,1.01,31.3,Puebla
94.75,3.06,8073,7801,5.21,4.91,5.55,4.3,1.65,45.3,Puebla
94.65,2.4,95,92,8.26,8.15,8.39,4.22,1.19,46.1,Puebla
91.26,2.72,8576,8304,6.85,6.74,6.98,3.79,1.3,28.6,Puebla
95.96,2.61,81,81,6.84,6.78,6.9,4.16,1.34,18.5,Puebla
92.52,2.8,5527,5467,6.78,6.56,7.03,3.53,1.08,21.0,Puebla
92.35,3.1,382,378,6.72,6.57,6.89,3.6,1.16,20.2,Puebla
95.64,3.33,46,45,6.63,6.46,6.81,3.27,0.96,37.5,Puebla
91.71,1.77,48584,48311,11.16,10.99,11.36,3.53,0.85,37.4,Puebla
95.75,2.53,81,81,6.57,6.51,6.63,4.29,1.32,31.4,Puebla
94.46,3.0,623,611,5.87,5.74,6.02,4.77,1.31,24.1,Puebla
91.57,2.23,28,28,8.65,8.36,8.99,4.3,1.17,24.8,Puebla
92.64,1.61,3577,3557,12.07,11.9,12.25,3.44,0.76,28.5,Puebla
88.69,2.49,1534,1526,6.2,5.91,6.54,4.3,1.54,27.1,Puebla
97.2,3.01,9,9,6.03,6.12,5.94,3.49,1.19,19.7,Puebla
93.61,2.36,95,94,8.49,8.47,8.51,4.2,1.12,26.7,Puebla
93.13,2.84,2125,2090,5.42,5.54,5.3,3.53,1.18,49.9,Puebla
90.27,2.19,6241,6189,7.38,7.16,7.62,4.09,1.41,11.7,Puebla
93.85,2.0,45,45,9.69,9.61,9.76,3.88,0.91,19.5,Puebla
89.62,2.52,67,67,7.86,7.82,7.91,4.52,1.33,23.7,Puebla
92.63,3.28,1451,1445,7.21,7.05,7.4,3.09,0.95,24.4,Puebla
95.71,2.48,23,23,7.68,7.59,7.78,4.17,1.17,43.9,Puebla
92.08,2.44,10067,9918,6.7,6.34,7.11,3.97,1.36,16.4,Puebla
85.39,2.69,7,7,7.47,7.3,7.68,3.74,1.05,11.3,Puebla
108.78,3.12,6,5,8.22,8.08,8.36,3.57,1.26,28.9,Puebla
92.71,2.08,696,693,9.73,9.57,9.91,4.06,1.01,9.9,Puebla
107.19,3.08,30,30,7.7,7.47,7.96,3.57,0.97,36.9,Puebla
95.0,2.31,38,38,8.35,8.29,8.42,4.07,1.11,29.4,Puebla
93.38,3.37,5,5,6.59,6.32,6.87,2.92,1.18,21.9,Puebla
95.56,2.09,67,67,10.0,9.58,10.44,4.38,1.08,37.3,Puebla
95.81,2.63,26,25,6.62,6.61,6.63,4.25,1.24,30.9,Puebla
94.94,2.67,85,85,7.66,7.62,7.71,4.47,1.38,30.7,Puebla
91.01,3.04,21,21,7.62,7.43,7.83,3.67,1.2,23.8,Puebla
92.32,1.88,1626,1611,10.94,10.76,11.14,3.77,0.87,23.0,Puebla
93.46,3.25,16,16,7.62,7.45,7.8,3.34,1.08,31.7,Puebla
94.92,2.2,87,85,7.5,7.34,7.67,4.66,1.29,25.6,Puebla
95.79,2.48,59,59,7.45,7.29,7.63,4.12,1.24,21.7,Puebla
94.59,2.2,118,116,9.04,9.02,9.05,4.13,1.14,42.1,Puebla
96.76,3.07,9770,9523,5.91,5.58,6.26,4.01,1.41,41.0,Puebla
98.67,2.89,400,398,5.66,5.37,5.97,2.93,1.02,18.3,Puebla
91.98,2.97,410,408,7.12,6.75,7.54,3.48,1.06,33.0,Puebla
95.38,2.55,133,133,7.4,7.32,7.5,4.42,1.35,38.7,Puebla
93.84,2.17,2316,2301,7.59,7.47,7.71,4.09,1.32,7.6,Puebla
94.43,2.35,53,52,8.87,8.82,8.93,4.13,1.22,11.9,Puebla
93.49,2.66,24,24,7.4,7.31,7.5,4.28,1.16,20.6,Puebla
94.75,2.33,113,113,8.77,8.73,8.81,3.93,1.12,31.9,Puebla
92.36,2.26,247,246,8.74,8.65,8.85,4.03,1.18,26.7,Puebla
100.06,2.49,756,755,8.54,8.35,8.74,3.28,1.16,33.9,Puebla
89.3,1.96,26245,26132,9.47,9.32,9.64,3.82,1.06,29.8,Puebla
92.61,3.07,78,77,7.11,6.99,7.25,3.72,1.11,25.2,Puebla
96.07,2.67,1082,1079,7.59,7.52,7.65,3.25,0.94,28.2,Puebla
80.6,3.13,2054,2030,4.79,4.52,5.13,3.3,1.1,31.1,Puebla
99.51,2.72,9,9,7.48,7.37,7.59,3.58,0.99,15.0,Puebla
88.02,2.33,2042,2014,8.08,7.96,8.21,3.98,1.11,31.2,Puebla
85.82,2.54,2751,2686,5.92,5.78,6.08,3.97,1.35,33.0,Puebla
93.69,2.31,1662,1660,7.59,7.44,7.74,4.6,1.26,47.2,Puebla
92.57,2.34,236,236,8.64,8.48,8.83,4.53,1.19,35.8,Puebla
101.99,3.53,23,23,6.0,5.99,6.01,4.61,1.23,3.1,Puebla
86.61,2.67,751,733,7.17,7.13,7.21,3.95,1.1,21.0,Puebla
90.05,2.67,7668,7426,5.62,5.39,5.89,4.03,1.36,21.3,Puebla
96.99,2.53,18,18,6.73,6.73,6.73,4.21,1.42,13.7,Puebla
100.51,2.68,1046,1039,7.94,7.85,8.03,3.55,1.15,36.3,Puebla
95.24,2.67,41,41,7.3,7.33,7.27,4.07,1.16,37.9,Puebla
89.24,2.1,20,20,8.59,8.52,8.67,3.77,1.14,13.3,Puebla
92.8,2.72,4724,4687,7.56,7.62,7.5,3.52,1.04,39.8,Puebla
76.66,1.84,944,938,10.66,10.66,10.65,3.56,0.93,16.0,Puebla
88.56,1.98,6360,6340,9.58,9.37,9.83,3.65,0.99,21.0,Puebla
93.93,2.43,518,518,7.78,7.75,7.81,4.0,1.24,33.8,Puebla
92.17,2.56,39,39,7.97,8.02,7.91,3.71,1.07,17.4,Puebla
96.02,2.66,55,54,7.52,7.44,7.6,4.37,1.26,29.8,Puebla
88.8,2.65,11304,11035,6.89,6.8,7.01,4.17,1.3,57.9,Puebla
97.22,3.08,2915,2876,6.42,6.37,6.48,3.58,1.16,40.2,Puebla
97.04,2.44,107,107,8.1,8.02,8.18,4.18,1.19,26.9,Puebla
95.86,2.47,37,37,8.64,8.34,8.95,4.26,1.15,18.4,Puebla
91.95,2.38,68,68,8.24,8.3,8.17,4.8,1.43,20.9,Puebla
93.07,2.74,9543,9427,5.97,5.9,6.05,4.07,1.35,34.1,Puebla
91.87,3.03,2052,2044,6.11,6.15,6.07,3.77,1.16,13.7,Puebla
95.39,2.69,37,37,6.71,6.95,6.45,4.06,1.2,31.6,Puebla
91.91,2.56,9045,8978,8.57,8.49,8.66,3.86,1.04,19.3,Puebla
96.89,2.94,205,205,6.54,6.58,6.5,3.45,1.14,19.4,Puebla
90.88,2.78,1756,1753,6.9,6.88,6.92,4.05,1.26,34.7,Puebla
93.14,2.33,90,86,8.3,8.3,8.31,4.23,1.23,33.6,Puebla
87.22,3.17,18,18,8.08,7.82,8.39,2.81,0.95,44.6,Puebla
88.74,3.02,153,152,6.49,6.41,6.59,3.54,1.06,16.6,Puebla
96.48,2.59,2480,2466,7.64,7.56,7.73,3.59,1.1,29.8,Puebla
97.08,2.76,12,12,7.13,6.95,7.32,3.7,1.24,22.6,Puebla
89.53,2.54,991,991,8.17,8.11,8.24,3.61,1.11,33.4,Puebla
88.03,2.89,6892,6713,5.42,5.2,5.68,4.44,1.29,31.5,Puebla
86.02,2.88,585,584,7.81,7.86,7.74,3.22,0.93,11.1,Puebla
91.23,2.38,3011,3006,8.6,8.53,8.68,3.78,1.2,34.9,Puebla
91.81,3.22,4,4,6.54,6.29,6.81,3.77,1.19,12.4,Puebla
92.88,2.44,421,417,6.79,6.72,6.87,4.34,1.31,37.1,Puebla
89.38,3.0,1088,1082,7.23,7.13,7.35,3.34,1.05,21.4,Puebla
86.77,2.88,105,105,6.52,6.41,6.67,3.87,1.13,22.3,Puebla
90.35,2.56,21,20,7.0,6.72,7.34,3.82,1.22,37.7,Puebla
92.59,2.6,8849,8674,6.41,6.19,6.66,3.83,1.27,18.6,Puebla
86.8,2.32,3539,3510,9.3,9.2,9.43,3.97,1.14,25.1,Puebla
92.88,2.51,126,126,7.39,7.26,7.52,4.04,1.24,24.3,Puebla
90.29,2.91,120,119,6.4,6.28,6.53,3.51,1.13,21.0,Puebla
88.34,2.45,17674,17567,8.29,8.11,8.49,3.91,1.14,36.3,Puebla
90.51,2.41,7979,7849,9.01,8.99,9.02,3.81,1.07,24.4,Puebla
86.44,2.61,805,800,7.91,7.83,8.01,3.73,1.08,20.9,Puebla
96.91,2.4,3471,3388,7.48,7.23,7.75,3.9,1.22,32.0,Puebla
86.17,2.19,752,751,9.85,9.73,9.99,3.79,1.01,23.2,Puebla
90.26,2.81,7702,7596,6.99,6.6,7.45,4.02,1.26,50.1,Puebla
93.23,2.75,3101,3048,6.57,6.38,6.78,3.76,1.19,47.2,Puebla
91.68,2.03,7254,7235,7.24,7.08,7.42,4.16,1.41,33.5,Puebla
95.48,2.11,3181,3114,6.74,6.05,7.49,3.91,1.06,14.1,Puebla
86.61,2.96,1558,1538,6.5,6.19,6.87,3.28,1.02,35.9,Puebla
91.3,3.1,15929,15303,5.03,4.89,5.18,4.29,1.34,24.8,Puebla
93.15,2.69,11218,11110,7.24,7.19,7.3,3.9,1.14,37.7,QuerÃ©taro
91.24,2.82,66,64,7.59,7.98,7.13,3.43,0.96,13.8,QuerÃ©taro
91.44,2.42,1340,1335,8.02,8.02,8.01,3.99,1.13,13.1,QuerÃ©taro
97.94,2.46,160,159,7.97,7.9,8.04,4.14,1.32,26.5,QuerÃ©taro
94.06,1.64,842,836,12.22,12.07,12.39,3.3,0.75,24.0,QuerÃ©taro
99.4,1.8,1653,1640,10.59,10.41,10.77,3.41,0.96,13.3,QuerÃ©taro
92.51,2.24,290,288,8.28,8.25,8.32,4.16,1.18,25.0,QuerÃ©taro
89.12,2.49,49,49,7.73,7.77,7.68,3.72,1.01,19.8,QuerÃ©taro
91.12,2.54,238,237,8.58,8.81,8.31,3.59,1.04,21.7,QuerÃ©taro
91.66,2.9,57,55,6.98,7.34,6.58,3.51,0.95,19.9,QuerÃ©taro
96.06,2.23,268,267,8.72,8.5,8.95,4.06,1.17,14.2,QuerÃ©taro
95.54,2.75,35,35,7.39,7.56,7.21,3.93,1.19,23.1,QuerÃ©taro
94.46,3.15,31,31,7.23,7.45,6.99,4.02,1.21,19.3,QuerÃ©taro
96.15,1.73,7261,7210,11.43,11.24,11.63,3.42,0.84,13.7,QuerÃ©taro
86.42,2.75,35,35,7.4,7.49,7.3,3.67,1.05,13.9,QuerÃ©taro
95.34,1.98,1474,1463,10.0,9.89,10.12,3.55,0.94,19.1,QuerÃ©taro
94.2,2.13,177,174,9.28,9.25,9.33,3.81,1.08,14.4,QuerÃ©taro
88.77,2.44,5377,5291,8.25,8.22,8.28,3.97,1.29,29.8,QuerÃ©taro
101.68,2.58,8364,8336,7.86,7.86,7.86,3.73,1.54,14.0,Quintana Roo
101.58,1.65,58959,58847,10.56,10.41,10.71,3.17,1.06,32.3,Quintana Roo
100.46,1.77,6376,6367,10.15,10.13,10.17,3.35,1.24,18.4,Quintana Roo
99.8,2.5,42365,41640,8.52,8.38,8.67,3.91,1.51,32.1,Quintana Roo
103.57,1.81,1610,1597,8.92,8.89,8.96,3.35,1.54,26.8,Quintana Roo
102.82,2.6,17455,17306,8.15,8.09,8.22,3.75,1.44,29.3,Quintana Roo
103.61,2.34,9895,9823,8.28,8.16,8.39,3.68,1.48,23.5,Quintana Roo
97.08,1.97,11997,11971,10.19,10.07,10.32,3.28,1.07,26.2,Quintana Roo
105.66,1.72,2410,2405,10.36,10.37,10.35,3.08,1.12,28.2,Quintana Roo
104.38,1.49,25749,25622,10.7,10.63,10.76,3.01,1.15,32.9,Quintana Roo
109.22,1.81,10363,10228,9.28,9.08,9.47,3.33,1.7,20.7,Quintana Roo
89.19,2.89,12,12,7.68,7.92,7.41,4.02,1.11,11.0,San Luis PotosÃ­
94.72,2.96,89,89,6.84,7.37,6.27,3.54,1.01,8.4,San Luis PotosÃ­
98.63,2.92,28171,27305,6.96,7.13,6.78,3.86,1.29,38.0,San Luis PotosÃ­
99.06,3.04,2,2,6.33,6.58,6.07,3.43,0.88,11.0,San Luis PotosÃ­
95.73,2.71,14459,14337,8.76,8.73,8.8,3.83,1.04,16.9,San Luis PotosÃ­
104.29,3.14,16,16,7.37,7.55,7.19,3.66,1.05,13.0,San Luis PotosÃ­
95.2,2.68,27,26,8.94,9.21,8.65,3.9,0.97,21.7,San Luis PotosÃ­
95.48,2.55,41,41,8.33,8.43,8.21,3.46,0.89,14.5,San Luis PotosÃ­
102.24,2.32,13,13,9.37,9.42,9.32,3.68,0.91,12.6,San Luis PotosÃ­
95.5,2.66,26,26,8.15,8.38,7.91,3.63,0.9,11.9,San Luis PotosÃ­
95.05,2.52,214,212,8.64,8.93,8.32,3.75,1.02,20.4,San Luis PotosÃ­
92.85,2.09,12225,12054,9.91,9.92,9.9,3.35,0.95,24.3,San Luis PotosÃ­
97.85,2.92,138,137,7.61,7.82,7.38,3.77,1.02,19.6,San Luis PotosÃ­
98.3,2.79,10802,10604,7.89,7.89,7.89,3.73,1.06,22.0,San Luis PotosÃ­
91.16,2.48,226,222,8.58,8.75,8.39,3.51,0.9,17.4,San Luis PotosÃ­
95.05,2.5,2974,2937,8.46,8.57,8.34,3.48,1.0,23.1,San Luis PotosÃ­
99.34,2.51,99,99,8.26,8.42,8.09,3.56,1.09,19.3,San Luis PotosÃ­
99.23,3.2,26,26,6.43,6.64,6.22,3.86,1.05,24.8,San Luis PotosÃ­
95.29,2.55,8631,8374,8.29,8.37,8.2,3.76,1.19,8.2,San Luis PotosÃ­
100.26,3.35,74,74,6.38,6.82,5.93,3.17,0.88,18.9,San Luis PotosÃ­
94.49,2.33,169,168,9.71,9.75,9.67,3.73,0.89,17.1,San Luis PotosÃ­
94.8,2.86,14517,14283,7.86,7.81,7.92,4.01,1.17,13.8,San Luis PotosÃ­
91.09,2.56,68,68,8.6,8.69,8.49,4.21,1.07,21.2,San Luis PotosÃ­
91.22,2.89,17,17,7.07,7.37,6.74,3.67,1.01,18.9,San Luis PotosÃ­
95.09,3.01,838,830,7.18,7.55,6.78,3.41,0.94,17.7,San Luis PotosÃ­
92.42,2.54,324,322,8.63,8.91,8.32,3.59,0.97,18.2,San Luis PotosÃ­
91.63,2.66,11,11,7.95,8.17,7.68,3.96,1.04,15.8,San Luis PotosÃ­
100.56,2.93,6992,6792,8.21,8.15,8.28,3.91,1.18,12.5,San Luis PotosÃ­
93.69,2.93,27,27,7.5,7.79,7.17,3.37,0.9,14.8,San Luis PotosÃ­
93.61,1.88,4457,4426,11.38,11.26,11.51,3.5,0.8,14.4,San Luis PotosÃ­
97.29,3.21,6926,6864,7.26,7.25,7.26,3.5,0.94,20.9,San Luis PotosÃ­
98.46,3.32,0,0,6.41,6.64,6.17,3.17,0.81,16.1,San Luis PotosÃ­
98.37,2.64,3131,3063,8.36,8.47,8.24,3.59,1.08,22.0,San Luis PotosÃ­
94.73,2.75,5999,5831,5.75,6.05,5.42,4.11,1.41,18.6,San Luis PotosÃ­
92.45,2.62,31,31,7.87,7.98,7.73,3.9,1.08,12.7,San Luis PotosÃ­
95.88,3.13,8,8,6.63,6.95,6.29,3.7,0.93,27.0,San Luis PotosÃ­
95.11,1.92,1343,1339,10.68,10.6,10.77,3.62,0.89,25.9,San Luis PotosÃ­
102.13,2.76,3075,2993,7.27,7.57,6.98,3.47,1.05,29.7,San Luis PotosÃ­
94.64,2.52,30383,30044,8.43,8.43,8.42,3.88,1.13,28.4,San Luis PotosÃ­
103.03,3.09,5312,5259,8.43,8.27,8.59,3.7,0.97,39.4,San Luis PotosÃ­
98.64,2.87,7175,7044,8.04,7.99,8.1,3.85,1.13,30.5,San Luis PotosÃ­
96.02,2.53,4336,4270,8.51,8.64,8.37,3.5,1.04,27.9,San Luis PotosÃ­
97.11,2.71,12388,12065,8.52,8.5,8.55,3.88,1.26,9.4,San Luis PotosÃ­
100.15,2.94,13085,12761,8.07,8.19,7.95,3.65,1.25,13.5,San Luis PotosÃ­
95.61,2.69,2012,1978,8.64,8.54,8.75,3.63,0.96,18.9,San Luis PotosÃ­
87.61,2.96,5,5,6.93,7.19,6.62,3.63,1.08,19.1,San Luis PotosÃ­
101.47,3.02,45,45,7.29,7.62,6.97,3.83,1.07,10.7,San Luis PotosÃ­
97.82,2.86,21,21,7.67,7.85,7.47,3.56,0.91,13.9,San Luis PotosÃ­
98.1,2.78,19,18,7.53,7.65,7.41,3.66,0.94,29.6,San Luis PotosÃ­
99.34,2.94,10,10,6.62,6.79,6.44,3.47,0.94,17.8,San Luis PotosÃ­
94.17,2.72,61,60,7.31,7.55,7.04,4.01,1.15,16.3,San Luis PotosÃ­
97.61,2.78,23,23,7.24,7.52,6.95,3.92,1.09,22.7,San Luis PotosÃ­
